"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"MRPS16P1",1810.84453426726,2.2652285317241,0.577300123936933,3.92383170867214,8.71516270272991e-05,0.00430744988449084,"Up"
"GNPNAT1P2",166.952182946431,3.42267057513964,0.99667671357037,3.43408301662702,0.00059456207264483,0.0153024385977944,"Up"
"S100A11P6",678.475977907137,2.33106560130639,0.667759132434866,3.49087790504126,0.000481436211122908,0.0133109962332745,"Up"
"ATP5MFP4",5039.56763163677,2.52237922673167,0.626281630249079,4.02754783934584,5.63616020060878e-05,0.00314046553076948,"Up"
"ENSAP1",53.7437439107448,1.82863073759712,0.528269337641998,3.46155002249318,0.000537074301133663,0.0143740795359709,"Up"
"HSBP1P2",482.66336824498,1.86689838160172,0.513173163088599,3.63795014214218,0.000274816606622887,0.00935884602432211,"Up"
"BICDL3P",46.119226061428,2.11281374473716,0.6466336484255,3.26740458044782,0.001085384478441,0.0237720482827175,"Up"
"IGHV4-31",67.4868455097788,2.36307790350143,0.741377379051159,3.18741570794321,0.00143550292524436,0.0281308204824203,"Up"
"MRPS28",3798.82441898215,2.17560257030016,0.73187434058398,2.97264496056002,0.00295245754485212,0.0458257725474095,"Up"
"RN7SKP63",185.114063650889,2.56483343696565,0.665499694219587,3.85399641689297,0.000116205296279588,0.00512712065945939,"Up"
"CALHM2",136.590464750106,2.74104504843544,0.909066516508437,3.01523045746235,0.0025678406338003,0.0423049850730816,"Up"
"IRS3P",64.8846141323506,2.13095820911993,0.717286370881891,2.97086114504024,0.00296966016113707,0.0459433573405832,"Up"
"MRPS11P1",38.4526669835704,2.36013985855916,0.559215864653553,4.22044510489938,2.43820426542279e-05,0.00166797736914443,"Up"
"ACTP1",2403.68177175316,2.46813635654222,0.684946699359907,3.60339915331913,0.000314082640026342,0.010198555491553,"Up"
"GLRXP3",3077.72610056805,3.08630201029067,0.909961215896007,3.3916852239155,0.000694641938289393,0.0173195322560101,"Up"
"CYB5AP4",2401.71982602343,2.25129610825249,0.63754477882733,3.53119683984145,0.000413683770557975,0.0122244648601391,"Up"
"SMU1",223.956761836423,2.9550469640504,0.833399314676914,3.54577561081387,0.000391459388111105,0.0118820689271767,"Up"
"ACAA2P1",1612.34887235672,1.98317499881181,0.662410292450977,2.99387709009454,0.00275456885289641,0.0439550486955042,"Up"
"GAPDHP58",4088.43553158357,1.43451252620639,0.413065696668636,3.47284351563369,0.000514975518769471,0.0138943877890217,"Up"
"ARPC1BP1",266.448862491696,2.34731490225838,0.705768449667104,3.32589945521872,0.000881337141501379,0.0203304459479862,"Up"
"TNIP2P1",163.733180704948,2.21369736497149,0.588292640259058,3.76291867937814,0.000167941823513389,0.0066053174952273,"Up"
"ATP5MFP3",3778.86730148564,2.53705675194547,0.61653600786525,4.11501797069404,3.87149250951075e-05,0.00240247618506861,"Up"
"H2BC15",2400.44288229143,2.794269296266,0.793177166403268,3.52288166455529,0.000426881913502006,0.0124823847482131,"Up"
"SATB2-AS1",49.5706020587823,1.95194960285284,0.656164112961151,2.97478872174835,0.00293190404257654,0.04576598827281,"Up"
"DNAJC19P8",66.5456167004498,1.89131675089385,0.48419485624065,3.90610665627114,9.37951251189791e-05,0.00454240950281948,"Up"
"TPM3P1",215.415568425863,2.98623584664663,0.930560531202747,3.20907210924466,0.00133164090455345,0.0270270249834258,"Up"
"RIPOR1",130.468485669313,3.26649564079467,0.99087496449743,3.29657702316804,0.00097870774389144,0.0219521395567618,"Up"
"MRPL36P1",408.208506992159,2.28370884039731,0.712293111270907,3.2061363563135,0.00134530222836032,0.0270270249834258,"Up"
"SCOC-AS1",399.594749586221,2.68165466572262,0.85301131451042,3.14375040530586,0.00166797640728091,0.0309489974573551,"Up"
"H2BC5",7435.91271746447,3.09751280989567,0.809597576799307,3.82599071274582,0.000130247200140918,0.0055108379756593,"Up"
"KCTD16",4350.34880516998,2.04890841054541,0.668038848239941,3.06704979200475,0.00216182843021421,0.0372648511813159,"Up"
"TRBC2",6642.14104030261,2.34802267799011,0.597893527697586,3.9271585478305,8.59553225270605e-05,0.00428625425280029,"Up"
"DDX11-AS1",68.2286067688997,2.31161701559287,0.55941930440092,4.13217241058274,3.59350707680659e-05,0.00225502663190616,"Up"
"RAB33A",366.243357121513,3.21352369478088,0.72297850650966,4.44483987538562,8.79573538977812e-06,0.000843274682395265,"Up"
"MCPH1-DT",97.1833029267681,2.01814773092759,0.625498677330863,3.22646202792859,0.00125330860842306,0.0261183902165775,"Up"
"LINC00513",248.683203807996,2.90008899169813,0.801607519039148,3.61784155315102,0.000297070160274551,0.0098758145543653,"Up"
"APOOP4",70.1524020113558,1.70477966303369,0.527118622202921,3.23414804794624,0.00122006192793517,0.0258107798012042,"Up"
"ANXA2P3",7541.67165963408,3.1227877015864,0.570195191108132,5.47669947113635,4.33332244363692e-08,1.72868613197944e-05,"Up"
"TRMT112P1",7504.99562708406,1.38492601324472,0.285618946684049,4.8488590456736,1.24173612823378e-06,0.000211510466960458,"Up"
"H2BC16P",102.87525566785,2.74095851512385,0.732208558206242,3.74341228930542,0.000181537990534431,0.00704090053565833,"Up"
"POLD2P1",121.31019229301,1.87701241814262,0.548865688716238,3.4198027982635,0.00062666546214099,0.0159814000276595,"Up"
"THAP7-AS1",188.19861922341,3.41385822497747,1.09044610074653,3.13069873205131,0.00174390960920429,0.0316170685184031,"Up"
"TUBG1P",182.241669075118,2.2957746993611,0.566930224589702,4.04948369267593,5.13307543690751e-05,0.00289578043587156,"Up"
"PMPCA",121.111802890313,1.80397728123813,0.568055669036718,3.17570509294843,0.00149472820392555,0.0287609771273422,"Up"
"XPA",65.151246002571,1.5904980942236,0.532859120258078,2.9848378938382,0.00283728642819078,0.0446373090181563,"Up"
"FAM88E",243.522256476313,1.99729719393476,0.629077372640283,3.17496270061655,0.00149855762650968,0.0287609771273422,"Up"
"CLIC1P1",16500.4381234329,2.23563896778898,0.484611794159624,4.61325744592299,3.96406801009827e-06,0.000500527578580533,"Up"
"TMCC1-DT",61.1719761217289,1.56750406437901,0.49634572464951,3.15808918367511,0.00158806966160127,0.0299640846623078,"Up"
"SPA17",90.253761410942,1.82093658203802,0.517639216565639,3.51777169071409,0.000435186605432359,0.0125933533230038,"Up"
"VKORC1P1",654.619068104256,2.21269864338125,0.510365822420641,4.33551493100876,1.45419302714774e-05,0.00115120891073067,"Up"
"INGX",67.8934898876142,3.39161748988677,1.05003082716488,3.23001706439823,0.00123782829792698,0.0260878152600837,"Up"
"ABCF2P1",537.957736267863,2.5655619490957,0.806252527363477,3.18208236504428,0.00146220229008644,0.0283555548268499,"Up"
"LRAT",2531.48497760228,1.54336873127779,0.480319461163882,3.21321298857638,0.00131258912506936,0.0269335314158833,"Up"
"ZNF114",5492.95604902448,2.71971330739994,0.671128923275608,4.0524453843022,5.06850585065074e-05,0.00288853114039636,"Up"
"ZFP2",2048.87600750243,2.80764364517117,0.720983097847707,3.89418788533685,9.85282622341862e-05,0.00463001182536055,"Up"
"DYNLL1P2",15502.8632398836,3.48881026150348,0.757707904404405,4.60442637753114,4.13604300673128e-06,0.000500527578580533,"Up"
"BTG2-DT",382.602352704369,4.38862016180534,1.14207717428095,3.8426651548906,0.000121705462649565,0.005269186115487,"Up"
