"","HGNC_Symbol","p1Pve","p1Nve","p2Pve","p2Nve","p3Pve","p3Nve","control1","control2"
"1758","EZH2",3803.4053,135.5645,3588.739,1193.4982,6427.1626,1031.4922,6522.0776,395.92142
"1759","LINC01657",31.036942,4.9999995,46.903255,17.706882,29.919432,21.287792,60.492764,4.9999995
"1760","GRM8",121.40152,24.151316,82.54838,51.90601,134.83197,48.47443,153.83325,32.86289
"1761","MIR217HG",84.10067,4.9999995,68.17184,44.49788,112.1663,20.621187,122.926834,15.12957
"1762","GHRLOS",18.264212,4.9999995,40.90264,34.61456,381.13788,20.482431,28.43866,4.9999995
"1763","SMPD4P1",29.119469,4.9999995,38.73058,26.93667,88.64336,19.147932,40.201912,4.9999995
"1764","RPS18P9",354963.03,30910.996,356209.78,167170.61,421980.06,114357.7,433963.7,86050.66
"1765","MTND6P2",29.16606,4.9999995,29.623035,26.483322,149.86162,31.171267,32.322475,4.9999995
"1766","SSBP1P4",121.06581,4.9999995,96.98178,42.578793,175.09082,21.66778,108.91331,6.6759105
"1767","SLC25A51P4",219.27689,13.53708,195.80434,88.96552,234.06566,60.146145,432.35913,16.726648
"1768","MCCD1P2",105.2201,4.9999995,48.52969,40.671715,696.0815,29.583693,24.6818,4.9999995
"1769","RALY",67.91977,4.9999995,48.812492,18.4407,63.60301,18.900427,67.73961,4.9999995
"1770","HOXC-AS3",112.745605,20.594582,111.2869,41.869324,115.678406,47.118645,188.61429,26.246683
"1771","POTED",35.60155,7.03877,29.496338,19.782408,36.685715,17.567259,54.945854,5.2925005
"1772","RPL36AP10",12552.262,26.944115,2800.5774,312.8023,15245.111,196.25217,10270.322,100.50032
"1773","KRT18P37",24.047155,4.9999995,36.3483,26.986841,333.72498,10.00925,35.017273,4.9999995
"1774","EIF2B5",14601.76,1081.9501,15058.806,7317.09,32502.158,5669.177,20917.871,981.7344
"1775","ST7",157.0635,11.367309,106.7858,62.9517,126.58792,78.87035,164.70581,5.3762393
"1776","TSBP1-AS1",78.11946,4.9999995,242.17596,22.013071,442.987,13.8760605,205.76259,5.28228
"1777","LINC02035",7637.899,225.2384,5258.1694,1496.3121,3289.3962,1568.6594,55361.434,1458.8196
"1778","RPL8P4",16939.473,1842.4993,33773.965,10414.678,50091.79,4979.009,29734.219,2645.4458
"1779","VN1R32P",91.73098,5.6622324,60.418312,37.078197,130.1479,43.53999,127.57979,12.648161
"1780","VPS51P14",128.5649,6.000391,147.17734,59.345768,185.76839,30.665443,193.12874,7.886728
"1781","KRASP1",621.63605,26.387123,549.9265,304.81357,1071.3245,262.06522,1543.562,147.78816
"1782","MIR133A1HG",110.77058,6.8953147,69.51956,35.241444,163.89705,19.81364,126.481026,13.42593
"1783","NAALADL2",32.872597,4.9999995,33.55665,22.98591,24.933395,15.968908,50.2344,4.9999995
"1784","NDUFB3P5",53969.805,1170.8065,47356.53,11594.478,38880.61,7061.3555,18047.664,277.71368
"1785","ZNF521",110.41346,25.109863,130.59285,64.32163,144.4052,45.59283,181.17862,28.02888
"1786","MTHFD2P7",413.37137,22.54773,538.43915,586.17694,613.91095,113.10859,324.88736,5.9745684
"1787","ASAH1-AS1",71.67427,13.869611,100.53198,99.94322,118.50593,118.11532,119.579704,15.418022
"1788","PCED1CP",410.58542,15.680271,191.03712,41.41962,493.07962,35.30468,737.88403,67.38181
"1789","MTCO2P27",35.12135,6.2005296,43.012863,14.367141,60.332405,17.654318,82.68333,10.147711
"1790","ENTPD3-AS1",46.12536,24.4077,92.66586,65.68905,108.564835,98.85824,135.37712,80.660706
"1791","LRRC3-DT",27.458475,4.9999995,53.897545,45.285088,631.9139,29.800684,16.86414,6.1799755
"1792","HS3ST3B1",155.01923,26.367891,42.282505,193.39012,512.6973,114.3536,2404.8281,142.07222
"1793","ST6GALNAC4P1",101.46057,8.81388,99.14321,62.338802,457.93524,48.73452,119.32099,11.695531
"1794","PIK3C2G",2284.584,1709.1273,1227.8739,927.3995,4974.236,830.57275,2972.017,1823.897
"1795","GP6-AS1",61.612183,8.226207,60.98025,69.69031,105.78553,35.616226,101.8589,8.344631
"1796","SAT1",1147.656,98.64536,7023.5034,6503.4575,7797.8394,4497.3965,13037.526,86.69966
"1797","MRPL45P1",488.7949,16.369831,1034.738,345.72913,1546.6853,111.18819,1117.216,7.870991
"1798","TRPC5OS",154.4575,19.18066,131.4652,72.13772,182.43047,50.72886,198.84558,32.03636
"1799","DPP10-AS2",84.139175,24.824156,79.93683,52.923,98.2966,37.04119,135.92299,15.004969
"1800","LINC01876",67.62277,6.7051754,70.97486,44.063046,140.30072,39.78621,95.17258,10.98077
"1801","SNAI3-AS1",388.606,39.11744,1775.1239,467.90796,4003.769,567.2547,1303.7905,4.9999995
"1802","PPIAP91",188915.3,14628.802,176395.64,69915.31,261100.81,51938.008,233149.6,9096.251
"1803","H2AC9P",38.643894,4.9999995,52.769012,34.557205,363.7284,27.593176,38.79761,4.9999995
"1804","RPL7AP47",2602.2036,46.31926,2156.0955,521.75006,3342.4114,334.19696,5985.533,155.373
"1805","SBF1",19274.586,752.3443,12262.653,4698.687,10265.36,3166.5632,19541.703,2008.7391
"1806","RACGAP1",1142.0988,31.41724,1740.818,523.276,2574.668,298.4503,723.00696,4.9999995
"1807","PGAM1P4",115.3217,4.9999995,120.24884,29.144783,151.20381,13.18286,165.57704,4.9999995
"1808","PEBP4-AS1",77.38518,21.194305,82.567696,42.014492,82.23635,31.149658,126.79641,16.508432
"1809","MTCO3P29",43982.082,2873.9954,92410.64,27323.451,184253.08,9072.026,96309.555,1346.8009
"1810","HNRNPA1P73",108.57179,4.9999995,71.45482,25.208002,121.4142,13.754661,137.3717,4.9999995
"1811","MAP3K20-AS1",58.518757,4.9999995,41.422455,24.937254,137.04628,22.417347,66.18986,5.8849783
"1812","EXT1",244.92365,22.052658,143.89545,144.29922,299.4346,88.918106,260.99094,65.68458
"1813","OR7E25P",1928.1123,75.51153,1499.221,390.098,1843.4374,294.25516,4158.1377,139.45537
"1814","RPL7AP5",55341.75,2103.4014,42613.855,15096.45,113212.48,9968.721,82216.74,5424.6147
"1815","HNRNPA1P15",1753.2534,102.448784,4705.9604,2299.1797,7471.221,936.1692,9186.517,101.94
"1816","LINC00667",637.4877,38.35588,501.83435,467.33362,688.4818,180.43335,1011.38306,22.541641
"1817","LILRP2",303.77887,201.84312,4296.749,1296.7588,12120.469,969.14484,435.19788,32.98112
"1818","ZNF892",49.44876,4.9999995,34.05934,14.19554,33.14361,17.179632,49.731316,4.9999995
"1819","KCNQ5",2498.704,150.31264,2941.5654,2628.268,3880.9485,917.9288,2143.1123,13.826631
"1820","CLEC19A",148.9368,18.559526,170.2541,85.11113,327.4161,69.784355,221.67455,22.542149
"1821","PPIAP26",87.08582,7.3634777,95.118454,37.815025,118.40883,25.742554,130.57071,8.166649
"1822","NCR1",71.15231,9.762211,69.07219,196.53433,87.49979,72.34576,102.958,12.432879
"1823","LINC01206",42.757812,4.9999995,32.224766,25.669273,38.230064,17.16871,64.882744,4.9999995
"1824","MT-ND4",209123.55,49696.8,286633,126238.73,348898.28,112346.34,336204.22,35103.867
"1825","RBMX2",560.6389,43.43294,2018.9777,702.0644,2203.8076,376.4433,1579.2604,12.66156
"1826","TMEM183AP1",72.8599,14.365089,90.316414,71.62282,395.97037,41.996624,89.40695,16.69947
"1827","TDH",166.75537,13.971662,178.22804,109.76063,170.92868,54.943745,268.6601,18.779612
"1828","PSMC1P3",9214.329,419.8921,10130.21,5044.2617,13429.443,2292.3232,16717.902,751.10895
"1829","NDUFS5P4",46.829475,5.9255657,42.128765,22.005972,131.32448,14.833742,50.3269,14.387241
"1830","BZW1P1",1688.8501,30.775997,955.73254,497.2132,933.1041,321.91284,17406.81,351.40622
"1831","TRIM69",1873.1455,101.09029,2189.4048,1560.3579,2943.894,840.89795,240.40892,13.465939
"1832","GCC2-AS1",89.29859,5.839276,68.6183,22.563288,303.27084,20.074644,68.82705,4.9999995
"1833","G6PC3",664.4235,223.93538,860.4566,378.09723,1652.2191,420.28476,960.2077,171.7844
"1834","HCP5",9075.697,100.17502,9053.742,1535.6937,8006.173,769.2877,10023.095,216.87733
"1835","ENTR1P2",786.7843,49.302814,1431.02,379.90106,1349.2059,308.1829,1183.8358,45.964695
"1836","ENSA",79.977844,21.679249,281.92746,171.68132,131.07617,87.171234,143.13791,8.431747
"1837","ACTBP1",9523.282,853.8793,33707.188,33405.734,31615.246,17262.326,9934.763,90.522865
"1838","HMGN1P36",2666.6304,40.117054,3304.4558,820.51697,3857.3516,304.45856,5236.1304,10.63679
"1839","LINC00879",41.94581,8.368868,37.077667,20.04053,72.94532,20.294249,50.100277,14.156529
"1840","UBAC2-AS1",872.6524,20.84491,308.0886,186.68994,1583.7264,119.5933,896.89185,14.18284
"1841","HCCS-DT",43.47603,6.440466,57.47522,22.713083,201.82132,25.41719,55.697845,4.9999995
"1842","MTCO3P31",163.0485,16.88228,126.801186,70.5051,528.3343,40.619457,427.35583,19.70446
"1843","SIMC1",90.46836,4.9999995,148.12173,58.016594,213.60208,8.281506,160.16814,4.9999995
"1844","RPL32P34",119759.26,7585.821,108825.92,53438.547,182363.03,29012.05,155076.7,13474.411
"1845","IL6ST",181.65248,313.4079,711.1464,3872.9653,1095.0441,3500.3374,44675.168,420.4868
"1846","TMSB10P2",145465.75,22165.459,127022.56,83961.09,232814.16,64337.21,162718.14,6365.099
"1847","NUTM2A-AS1",111.0969,11.767298,131.66353,73.17103,511.04782,53.304188,145.5117,11.922699
"1848","DOCK7-DT",196.89648,5.609774,61.312363,23.052658,66.322845,20.612839,241.09825,4.9999995
"1849","SERPINB8P1",61.017853,19.244688,66.66149,40.956104,75.08322,30.583689,97.93563,13.12476
"1850","WDR70P1",56.476402,15.505861,660.44617,251.16013,453.33517,128.34407,534.388,4.9999995
"1851","ATP6V1G1",74.99367,4.9999995,119.29473,21.63248,258.27344,11.14314,156.08345,10.05531
"1852","RPS20P15",203.56644,4.9999995,155.92006,37.023468,208.78165,6.177587,382.3509,9.7216
"1853","SLC2A9-AS2",70.63534,12.05098,132.23859,102.16681,857.7109,58.620773,98.44167,17.76632
"1854","ZNF638",452.6267,9.627145,1042.4321,252.20052,1050.3799,130.46881,4059.1619,62.989246
"1855","LINC01324",72.52596,5.2857413,65.698105,30.825197,86.566284,17.9432,110.95089,4.9999995
"1856","FTLP2",8439.384,5270.8403,10028.894,19977.361,8379.531,18456.564,12293.642,1078.243
"1857","LSP1P4",130.99506,22.201382,156.62862,90.531,129.72453,61.43145,203.88377,24.29167
"1858","ZEB1-AS1",540.20496,4.9999995,508.34766,94.84148,452.5594,42.064945,1814.5338,48.20023
"1859","PRDX3P2",1695.9249,63.300613,3978.4287,2207.7678,3941.3215,457.6689,748.34204,4.9999995
"1860","USP34",441.86804,6.239966,276.54547,67.769485,327.01053,42.263237,722.8062,19.36431
"1861","LINC02554",82.92449,4.9999995,57.545837,26.543095,94.03502,25.034544,110.85958,6.8204365
"1862","PSD4",3447.3162,141.91331,2920.1978,1905.9941,6155.4126,943.192,8872.868,103.7486
"1863","RPS2P25",312.5359,309.91876,115.83313,60.919655,584.42926,58.91168,348.0421,328.32507
"1864","DESI1",15265.098,525.9494,18034.783,4232.8647,56015.95,3435.2822,17982.547,177.04465
"1865","ASH2LP2",54.24068,5.835101,39.963367,28.446932,44.238873,22.267073,135.59032,9.930829
"1866","RPL21P82",12725.958,298.26392,6311.67,1768.0482,9279.323,1199.625,10219.158,2569.1135
"1867","TUSC8",353.44678,46.954536,396.93896,218.2112,711.8995,134.08081,454.8817,54.30675
"1868","PRANCR",108.75647,13.425799,92.225235,22.808397,95.99761,34.335007,173.9114,12.732659
"1869","LINC02496",28.914679,6.9174623,45.640656,31.943888,48.195293,15.044921,60.641563,4.9999995
"1870","HS2ST1",121.3168,18.58688,130.16571,61.580647,125.05374,55.556015,245.45851,18.458044
"1871","MAPK8IP1",41.884575,7.0371485,506.71582,105.84673,210.80011,40.96886,206.21118,11.693258
"1872","ATXN3",92.71136,4.9999995,125.30269,129.43219,107.99569,50.128384,131.8059,7.21058
"1873","RPSAP63",121.2689,4.9999995,165.43744,50.296288,185.3648,16.230688,235.41534,10.42409
"1874","ZNF689",52.162678,7.6547213,34.22666,38.850338,426.25525,10.78933,39.265343,5.439859
"1875","ABHD17AP6",1070.1482,329.27444,4198.8706,2412.4197,3493.9778,903.88947,1179.1864,35.477158
"1876","NCAPD2",449.99213,4.9999995,368.92883,84.54782,533.21576,50.80761,563.05334,65.39232
"1877","EARS2",190.9502,5.0085163,245.14093,70.173965,298.3562,30.50585,110.42131,4.9999995
"1878","C11orf98P3",267.58267,42.36868,239.96165,226.59575,779.7649,148.60062,237.30775,18.374506
"1879","EMC3-AS1",2362.425,19.027395,1322.5585,157.05878,1488.6061,234.87224,7960.898,307.3567
"1880","BPIFA4P",38.467415,6.222563,35.189056,19.80066,32.838696,22.689419,44.684345,4.9999995
"1881","H2AZP5",56748.832,1496.8453,38567.04,16790.055,67295.36,10765.587,74675.375,472.82526
"1882","MTCYBP8",34.33103,4.9999995,44.025707,22.42449,95.34413,15.11958,49.49456,4.9999995
"1883","CASC16",42.79286,4.9999995,12.519399,30.853697,518.3292,18.076458,22.612757,4.9999995
"1884","GEMIN7P1",548.69666,25.557173,1670.1632,308.2709,2139.203,178.06265,522.99524,5.901022
"1885","MMP26",89.07936,5.452124,88.36024,56.4477,92.164375,42.161236,149.3605,10.3713
"1886","ATP5PFP4",2419.333,227.39688,2160.2441,1287.763,2928.514,832.3007,1416.8708,77.75915
"1887","ACYP2",205.57904,8.187172,367.72388,58.551704,378.34924,24.589977,334.84732,5.9110074
"1888","NR1D1",367.97238,97.2778,569.16504,216.10876,486.90417,186.21579,424.16513,60.379944
"1889","PDE2A",56.040993,14.67946,109.79557,75.00105,932.3427,64.28508,55.59143,13.641069
"1890","LINC02345",58.26674,15.407651,43.89762,83.42438,377.85837,32.43719,32.75814,11.50464
"1891","ELOA-AS1",28.463512,4.9999995,22.79078,18.69009,89.37885,7.5142674,50.794006,41.18188
"1892","RPL23AP39",13863.277,42.37004,8816.11,1369.4702,10020.306,469.3376,16371.192,451.1072
"1893","LINC00623",271.50717,227.94447,413.77243,323.52112,379.20758,316.1155,290.8956,29.403837
"1894","POLR1E",80.04702,4.9999995,202.67796,19.97545,30.394308,27.072248,272.82953,5.8482203
"1895","ZPLD1",93.491264,4.9999995,59.07595,14.362701,120.10097,15.66622,71.93695,11.55722
"1896","VIPR1-AS1",68.36575,9.725564,58.046783,30.8204,85.58394,13.80973,98.03732,8.327959
"1897","WDR95P",97.065506,24.807087,128.4968,43.656292,110.805,47.305286,165.8305,25.585138
"1898","METTL16",60.00592,9.693118,81.000694,36.339375,83.29957,46.73222,122.26543,12.137241
"1899","MTND2P6",145.79453,23.242485,312.76468,126.53529,499.6996,77.63963,171.62361,24.367308
"1900","AVL9",93.82751,19.299997,133.00719,76.40089,414.85068,51.155922,152.17897,20.272293
"1901","BCL2L14",224.41402,23.954905,271.60104,124.11831,313.55005,95.660675,384.04425,28.210989
"1902","MOXD2P",174.6934,20.87731,193.30806,105.321106,196.85574,71.3204,315.36807,38.167645
"1903","TMEM62",16512.627,579.76337,15706.421,6369.3965,13007.758,3430.7844,25773.088,481.74713
"1904","LINC01118",253.272,8.631801,172.83931,94.647484,236.76263,64.88646,1004.34033,22.070522
"1905","STK4-DT",432.2148,63.7686,558.4754,301.55844,510.15875,245.84042,951.838,151.77827
"1906","MRPS21P2",44399.69,1631.754,36385.12,8471.501,64063.1,7572.299,31570.2,779.4052
"1907","MTND3P21",62.088,20.096638,45.376167,24.592228,77.49211,27.974672,68.10901,13.680061
"1908","EHBP1-AS1",48.4932,6.7102313,48.789185,63.779182,422.17096,28.647234,32.913727,8.688815
"1909","RCC2P7",30.93054,4.9999995,49.604877,52.858616,161.02145,23.506742,47.910347,4.9999995
"1910","KIF5C-AS1",87.71725,4.9999995,74.33585,36.61545,138.33705,23.039938,297.6376,11.344001
"1911","LSM5",70.41413,4.9999995,116.48988,27.987057,280.0694,7.8275414,143.05652,4.9999995
"1912","HOXB3",89.6594,5.5766935,138.00482,18.249517,120.63179,26.806034,250.82622,7.677708
"1913","NDP-AS1",572.9778,112.9658,381.252,248.05438,388.0497,282.7223,800.3141,210.25896
"1914","RPL29P35",25884.957,1088.9855,34009.336,10617.531,52088.4,5351.922,34700.05,747.07275
"1915","JAK2",437.00684,55.658516,656.58545,233.54605,1378.4653,197.53418,1117.9421,48.509644
"1916","FBXO31",41.344177,4.9999995,62.53516,16.85158,335.64334,16.97281,135.99919,4.9999995
"1917","SYNPR-AS1",62.607502,7.825131,41.43823,23.369432,40.83116,14.307251,70.167915,11.152109
"1918","RPS26P45",24.486902,4.9999995,25.058758,21.21956,37.168564,8.08223,29.524984,4.9999995
"1919","BIN2P2",5006.8687,2235.5532,10857.351,18024.809,979.20605,13113.588,10881.183,44.49076
"1920","PDCD6IPP2",49.057495,4.9999995,149.0209,161.41998,526.3657,105.4227,625.4367,24.82071
"1921","PCMTD1P1",198.31001,4.9999995,171.15271,29.01685,109.54597,25.708067,300.12302,4.9999995
"1922","LNPEP",350.84314,13.267179,421.6511,168.69016,292.89963,63.135647,582.63367,8.301809
"1923","FTH1P1",56943.973,49950.5,79973.66,135044.34,100288.734,140463.19,219402.92,36170.4
"1924","LINC00629",87.84351,12.101879,79.928764,50.60574,126.24422,43.93523,114.243515,14.070702
"1925","HNRNPA3P3",6650.8354,490.52274,9569.652,6986.7266,12841.832,3315.9326,20636.32,419.81967
"1926","ST3GAL1-DT",875.9629,97.064285,330.82962,633.8479,2574.7512,821.65027,536.3727,48.000313
"1927","AFG3L1P",660.15985,23.315487,1004.77997,173.11821,703.32043,178.8276,988.1835,13.146689
"1928","DAPK1",284500.28,52623.07,271086.75,169789.12,273928.94,128162.88,308754.62,148543.19
"1929","NDUFS5P3",1216.8645,136.91779,1053.1191,1034.6642,2287.4521,586.87054,923.8708,83.73516
"1930","ARHGAP18",45.155445,7.088689,101.45494,174.3351,112.20979,78.77602,82.76054,4.9999995
"1931","MED15",179.68985,23.374182,223.96602,165.19244,507.5113,82.322586,217.75787,27.204885
"1932","RANP6",114.285515,4.9999995,122.441666,41.78966,212.59511,14.639061,180.65306,4.9999995
"1933","NPSR1-AS1",73.92125,15.38513,77.74391,23.49221,92.98691,30.040548,99.82579,12.567251
"1934","HSALR1",483.06158,38.850864,303.36868,114.44499,1092.91,112.8535,1177.0992,32.13607
"1935","SETMAR",111.45528,18.002604,142.3542,81.782875,276.03244,76.14622,169.5275,20.66618
"1936","CENPVL1",45.801487,7.066153,70.95978,63.300175,696.1551,87.74906,42.17955,5.622838
"1937","BCLAF1",72.70624,4.9999995,54.142868,40.00263,74.79133,33.90983,297.784,4.9999995
"1938","IFNG-AS1",226.14145,10.13935,993.389,478.86234,1078.1368,155.48535,748.2243,4.9999995
"1939","LINC01079",98.65596,14.934939,115.59226,69.88173,105.645065,55.695286,167.1551,41.233135
"1940","CFTR-AS2",223.57921,37.060417,265.73007,106.77803,1387.1858,104.91541,351.28662,35.58239
"1941","TMEM92",243.97705,64.746284,294.04846,177.2869,307.73544,141.72395,452.7443,46.708164
"1942","OGFOD3",78.89389,5.7862024,139.5201,84.03484,270.87204,37.873074,79.486176,4.9999995
"1943","SRRD",2442.5547,96.94752,1430.967,773.8633,1329.7064,433.94684,6485.774,106.86781
"1944","MRFAP1L2",88.04027,8.576107,185.44785,130.25351,643.24207,44.918037,104.06352,6.4378715
"1945","AKR1B1P6",2151.7856,182.82372,2041.2678,984.5927,7140.113,497.53473,2046.1759,102.8598
"1946","LINC01346",56.773098,9.612876,59.083138,27.714108,52.5951,20.388926,90.684814,13.928132
"1947","GTF2IRD2B",1141.5168,9.930613,2512.923,975.4641,1258.3092,159.5345,2185.9832,19.313053
"1948","ECHDC2",76.876976,13.453689,62.464905,29.13359,92.78456,30.574247,86.63661,21.39553
"1949","MTND6P15",29.514252,22.437286,31.257175,33.72647,24.98432,37.115017,42.053074,27.546293
"1950","VENTXP8",80.560234,11.993839,62.077145,47.43317,129.9045,35.21542,77.133575,6.346624
"1951","ABR-AS1",19.479208,4.9999995,39.409546,36.70843,228.55357,29.49981,32.521107,72.49215
"1952","KTN1-AS1",314.2992,4.9999995,229.60321,30.144346,801.2791,17.759657,385.17743,6.1863546
"1953","PES1P2",1367.2251,87.35932,2427.4148,601.3795,8577.329,481.28052,1214.7002,32.81592
"1954","CXXC1P1",277.1679,39.915276,331.53806,145.43535,323.85043,97.50661,519.0568,36.224255
"1955","MTCO3P44",589.4623,60.44328,583.1257,183.605,946.6037,152.76163,1366.1708,85.38198
"1956","CYKILR",188.9167,10.908658,197.46616,94.91197,346.32544,86.77328,231.31621,24.725353
"1957","LINC01170",74.37257,7.0500937,101.15249,57.733562,88.54474,46.346916,127.708084,8.745417
"1958","LINC02022",26.880018,4.9999995,31.148495,10.9297695,24.952703,20.99256,73.3496,36.390686
"1959","MIR3667HG",36.126366,4.9999995,99.264725,26.348202,38.34513,12.67806,84.623726,4.9999995
"1960","NF1P3",35.63893,4.9999995,41.13087,39.915646,80.75404,21.75348,102.846375,6.5049515
"1961","FAM86KP",233.35355,16.31821,369.8313,108.02899,522.219,83.8064,302.94885,12.162021
"1962","NRADDP",172.64491,12.138178,146.06178,87.704666,351.28198,82.36989,238.74028,12.58966
"1963","WARS2P1",145.283,15.42394,146.11278,41.108936,188.3202,36.558582,218.2003,10.765949
"1964","NIFKP9",51.541637,4.9999995,39.72792,19.887918,83.2994,13.677138,45.125217,4.9999995
"1965","MT-CO3",349170.53,183491.72,348558.5,234861.66,442933.62,237968.44,412663.9,208142.16
"1966","PCGF7P",251.17473,13.01312,249.58113,142.4716,334.3972,65.0695,292.42294,11.717841
"1967","EGLN3",21.386206,4.9999995,50.850903,71.2695,53.839893,34.52323,63.126236,5.4681983
"1968","PLA2G10P1",65.91186,10.803989,75.40374,25.914955,75.87374,28.759056,99.474724,5.174841
"1969","SH3RF3",28437.264,414.23193,24822.92,4846.461,30627.16,2682.9998,45030.812,360.63992
