ProbeName,[149PE+](raw),[149PE-](raw),[225PE+](raw),[225PE-](raw),[320PE+](raw),[320PE-](raw),[Control_1](raw),[Control_2](raw),GeneSymbol
ASHG19A3A010580,7356.855,45.039154,3974.039,568.3199,4023.9263,238.95177,7689.328,220.21664,RP11-57G22.1
ASHG19A3A030527,1080.83,9.270017,300.81223,92.056335,693.93506,62.92842,1318.0306,24.095448,RP5-988G15.1
ASHG19A3A048618,131.2203,4.9999995,103.838066,67.32107,218.22144,34.417233,160.38322,6.1921268,
ASHG19A3A030185,33.346115,4.9999995,36.988586,30.407692,35.9422,4.9999995,33.943794,4.9999995,RP11-11L12.2
ASHG19A3A017326,42.266983,4.9999995,39.174202,36.30102,64.49119,8.27145,60.19855,4.9999995,RP5-967N21.2
ASHG19A3A035291,180.57117,31.016699,210.92326,104.30091,215.99474,68.81167,292.3433,30.673157,
ASHG19A3A018927,48.979904,9.248068,342.4413,41.996372,420.73453,14.921098,626.4757,9.770652,
ASHG19A3A025582,180.25406,21.828154,212.19601,108.96681,188.41753,68.14703,302.0037,61.555717,RP11-498E11.2
ASHG19A3L0001813,61.850697,13.01594,64.824875,30.524347,57.886574,23.068398,85.731186,16.175228,lincRNA-KIAA1586
ASHG19A3A020529,87.568184,4.9999995,65.796974,42.414906,255.62494,30.963804,125.95122,9.073483,AL049757.2
ASHG19A3A033315,132.44742,18.49502,151.7408,99.3085,130.00934,46.50487,258.263,26.623533,DPY19L2P2
ASHG19A3L0000403,69.46143,14.151688,67.92513,43.966522,207.22313,31.734283,123.817764,9.089347,lincRNA-P2RY2
ASHG19A3A030636,62.856308,12.49663,65.598206,34.408188,60.802902,23.339228,105.2472,9.099693,RP1-45I4.3
ASHG19A3A026656,282.06335,34.28663,333.0764,164.25693,390.50717,91.30415,617.05597,45.903996,
ASHG19A3A026292,7300.9766,160.33276,9473.06,2017.3114,9786.553,1115.0977,13428.99,280.67603,BC058818
ASHG19A3L0001708,41.160614,6.9530344,88.076645,8.565592,51.333576,18.363512,29.415657,7.9082847,lincRNA-MARCKS-3
ASHG19A3L0000067,68.463234,8.381221,52.636158,23.949268,80.45585,19.959293,69.52085,11.1587,lincRNA-PLXNA2-1
ASHG19A3A027775,27.542788,6.9769354,30.302797,15.640509,39.438877,20.924341,45.78705,10.77913,RP11-798K23.2
ASHG19A3A028339,199.35617,14.21133,235.04286,1427.3082,174.09206,173.28479,382.26346,4.9999995,RP11-497H16.7
ASHG19A3A050017,150.96971,14.718031,236.15039,57.018127,164.8102,57.90711,314.04126,23.092396,
ASHG19A3A023857,476.7257,4.9999995,285.58847,93.99816,599.60754,45.43821,550.5936,22.200356,RP11-503N18.5
ASHG19A3A023857,476.7257,4.9999995,285.58847,93.99816,599.60754,45.43821,550.5936,22.200356,RP11-503N18.5
ASHG19A3A023857,476.7257,4.9999995,285.58847,93.99816,599.60754,45.43821,550.5936,22.200356,RP11-503N18.5
ASHG19A3A009372,2860.3926,178.12758,2796.5315,1135.8053,2529.688,903.3495,4132.424,290.6607,SH3GL1P1
ASHG19A3A018439,28.851282,4.9999995,31.026768,18.871925,196.38324,19.219358,30.762867,4.9999995,RP11-290F20.1
ASHG19A3A035679,216398.28,26608.037,196515.28,138285.42,274779.53,103338.8,278482.8,40197.867,RP1-273G13.1
ASHG19A3A041501,52.466637,9.020399,43.01251,26.113531,72.144035,20.59465,66.93691,15.912607,RP11-375A20.1
CUST_603_PI426073487,33.725433,9.263339,36.272655,18.656239,58.314556,7.9199133,38.856205,14.86854,uc.124
ASHG19A3A033080,33.511406,5.490119,41.758995,24.392344,88.52408,19.670454,62.43865,20.978909,AC004862.6
ASHG19A3A019429,824.1836,4.9999995,367.0075,73.17727,863.15576,53.333847,1194.124,11.106479,AC006946.12
ASHG19A3A034360,42.85593,4.9999995,55.03424,31.051235,257.55652,31.336845,60.900368,4.9999995,RP11-419M24.3
ASHG19A3A043739,103.3145,4.9999995,74.96987,44.659836,695.7314,27.90889,84.819824,4.9999995,RP11-218D6.2
ASHG19A3A020849,5320.085,79.43037,2651.5698,584.2929,3394.6023,315.41895,4517.138,732.92847,AC094019.4
ASHG19A3A051855,29.14172,4.9999995,69.50252,23.17073,105.121414,9.726936,27.956926,4.9999995,
ASHG19A3A026327,414.87152,11.50968,703.1312,169.99652,770.26776,62.74665,356.3224,4.9999995,RP11-753I4.1
ASHG19A3A033806,179.82472,42.411777,248.5674,84.219246,288.49954,74.60042,364.4615,40.596695,
ASHG19A3A036190,54.055145,7.702281,64.43805,37.825314,193.17235,35.091366,87.66653,4.9999995,AC139676.1
ASHG19A3A033173,843.0207,7.5191827,612.2894,37.191555,532.40216,39.47598,1023.32874,10.05014,
ASHG19A3A019895,17.517904,4.9999995,19.49524,23.621418,23.527107,16.845148,19.41388,4.9999995,AL049757.3
ASHG19A3A007862,167.83038,9.029032,210.5143,130.45152,102.431015,90.71569,128.32452,4.9999995,LOC284023
ASHG19A3A014013,91.50756,6.2199216,63.383644,34.24855,46.87592,22.536613,109.809105,4.9999995,AC073464.11
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3A021931,171.1819,96.94402,118.05549,971.6119,139.83934,453.5357,651.3982,89.88181,TNIK
ASHG19A3L0000297,902.68036,21.72326,1630.8848,195.486,1179.3945,123.5705,8419.208,95.66807,
ASHG19A3A007338,171.09372,15.06283,720.8542,191.40622,1460.1337,99.932785,233.10925,12.64962,GSTM4
ASHG19A3A007338,171.09372,15.06283,720.8542,191.40622,1460.1337,99.932785,233.10925,12.64962,GSTM4
ASHG19A3A014361,27.457357,4.9999995,38.749325,41.79907,50.883415,11.413911,53.254177,5.7590685,NF1L2
ASHG19A3A042185,110.47278,13.945102,94.311226,45.289024,95.63235,25.645054,147.91782,12.773462,OFD1P10
ASHG19A3A022146,51.20787,4.9999995,103.0142,72.475136,138.34355,14.358902,136.26132,4.9999995,CR603272
ASHG19A3A034725,67.84192,4.9999995,199.64803,81.73045,216.07384,36.105724,103.550316,4.9999995,RP1-133P16.1
ASHG19A3A019881,156.95831,29.88888,164.6005,88.670494,175.0958,63.0465,224.52472,29.667372,BC038245
ASHG19A3A047198,56.813927,7.3024187,54.431175,31.677193,65.64575,14.6274605,101.669304,11.116681,
ASHG19A3A047198,56.813927,7.3024187,54.431175,31.677193,65.64575,14.6274605,101.669304,11.116681,
ASHG19A3A023296,189.33589,15.28652,184.03351,98.39167,173.4411,48.542747,277.4029,25.461098,RP11-166D18.1
CUST_18_PI426075208,38.24135,4.9999995,24.530167,50.14834,118.76217,52.278698,15.480211,4.9999995,nc-HOXA1-56
ASHG19A3A025174,36.0824,16.065836,62.357822,42.994556,70.98206,26.705442,45.526527,8.235073,
ASHG19A3A009329,34895.918,812.73285,34617.113,8061.344,37051.79,5796.997,50667.355,331.77155,AL110163
ASHG19A3A009329,34895.918,812.73285,34617.113,8061.344,37051.79,5796.997,50667.355,331.77155,AL110163
ASHG19A3A050929,2182.9595,17.858044,7096.967,394.34534,4509.6675,105.002,19275.375,892.7814,DQ594515
ASHG19A3L0001946,57.054905,7.1198845,87.061966,101.33476,93.65153,24.304327,106.28442,10.25103,lincRNA-GRHL2
ASHG19A3L0002311,41.403114,4.9999995,89.222275,70.97235,1350.3828,31.876808,39.81023,4.9999995,lincRNA-ZNF81-2
ASHG19A3L0002311,41.403114,4.9999995,89.222275,70.97235,1350.3828,31.876808,39.81023,4.9999995,lincRNA-ZNF81-2
ASHG19A3L0002311,41.403114,4.9999995,89.222275,70.97235,1350.3828,31.876808,39.81023,4.9999995,lincRNA-ZNF81-2
ASHG19A3L0002311,41.403114,4.9999995,89.222275,70.97235,1350.3828,31.876808,39.81023,4.9999995,lincRNA-ZNF81-2
ASHG19A3A024709,44.967415,9.397428,51.096355,28.274176,42.98846,24.152203,58.18264,7.1132236,RP11-125O18.1
ASHG19A3A018560,52.554245,4.9999995,79.56976,30.907772,76.65456,27.585043,91.59453,8.338491,AL121673.1
ASHG19A3A051943,637.0841,6.1268387,597.90045,109.8843,2160.037,72.64364,649.7399,5.730016,AC026150.6
ASHG19A3A034014,48.069042,5.01731,58.874653,35.94397,60.753426,17.034906,102.4126,8.662028,
ASHG19A3A012660,112.38086,11.1811,144.27347,62.748642,198.12952,66.537445,1226.6919,50.475163,
ASHG19A3A046013,112.407196,24.125235,153.82944,69.17463,167.40065,59.411533,202.7398,22.754372,AB231779
ASHG19A3A035743,37.279934,22.539682,127.39792,434.49966,49.287224,695.10895,42.713867,4.9999995,
ASHG19A3A017029,6160.411,205.14716,6867.699,3232.8167,10286.214,2010.8116,17042.951,577.7888,AC009302.2
ASHG19A3A032827,16431.777,58.461803,12718.044,1303.7062,12750.545,483.67188,10443.364,314.74307,
ASHG19A3A013405,291242.47,55011.117,266788.56,182087.9,386790.16,152946.11,387685.06,144931.14,AC015977.5
CUST_396_PI426073487,40.08071,4.9999995,46.383724,34.991707,77.070305,21.393559,60.805717,6.774381,uc.398
ASHG19A3A010559,61.619797,10.835279,204.19568,147.2862,212.10094,72.3875,46.22676,4.9999995,AC015933.2
ASHG19A3A018892,124.83949,12.91916,97.491844,68.32801,273.49963,42.403507,120.53013,13.224469,
ASHG19A3A043553,72982.06,2912.2825,90507.38,30691.568,106965.72,12178.543,96500.61,7770.85,RP11-336A10.7
CUST_298_PI426073487,59.765747,15.289749,29.673727,26.602201,75.789345,13.7837305,57.06941,5.474542,uc.300
CUST_298_PI426073487,59.765747,15.289749,29.673727,26.602201,75.789345,13.7837305,57.06941,5.474542,uc.300
CUST_298_PI426073487,59.765747,15.289749,29.673727,26.602201,75.789345,13.7837305,57.06941,5.474542,uc.300
CUST_298_PI426073487,59.765747,15.289749,29.673727,26.602201,75.789345,13.7837305,57.06941,5.474542,uc.300
CUST_298_PI426073487,59.765747,15.289749,29.673727,26.602201,75.789345,13.7837305,57.06941,5.474542,uc.300
ASHG19A3A042566,37.244835,14.664208,21.748938,9.693076,43.372845,11.165569,50.4621,17.04477,
ASHG19A3A009147,146852.58,5149.1147,125180.23,65099.91,211951.5,34709.02,169117.25,11997.162,AC005517.2
ASHG19A3A009147,146852.58,5149.1147,125180.23,65099.91,211951.5,34709.02,169117.25,11997.162,AC005517.2
ASHG19A3L0000185,56.586006,6.7739825,28.791222,42.975365,485.49133,16.372158,43.87334,7.7568483,lincRNA-ABCA4
ASHG19A3A038660,97.512276,18.219017,120.990204,45.14828,106.349495,44.886932,254.21584,33.703247,RP11-4L24.1
ASHG19A3L0000836,289.1099,51.479187,290.84464,155.90553,564.14087,147.86522,362.0784,39.61967,lincRNA-RASGRF1-2
ASHG19A3A019618,703.37714,22.078533,359.4834,92.06704,385.52768,115.686516,493.1598,42.48472,
ASHG19A3A000171,6011.299,186.66995,6864.64,2586.303,7491.428,1153.9371,10016.703,72.114494,RP11-87H9.2
ASHG19A3A039238,186.65088,35.317085,217.78853,130.00702,293.6066,132.67815,325.15314,37.483315,RP11-65N13.8
ASHG19A3A020324,272.0418,21.797628,499.6768,192.14262,601.1486,52.74148,1123.2607,18.838228,TUG1
ASHG19A3A029517,84.67868,7.8276515,117.99202,52.776234,180.28563,58.81753,421.95053,23.622643,RP1-224A6.3
ASHG19A3A034099,155.302,22.76829,133.63228,114.60666,201.19347,50.61715,210.32957,4.9999995,AC073150.1
ASHG19A3A021934,223.489,35.563915,202.50487,97.109436,232.89554,100.1443,344.7608,52.41599,AC069259.1
ASHG19A3A021934,223.489,35.563915,202.50487,97.109436,232.89554,100.1443,344.7608,52.41599,AC069259.1
ASHG19A3A022129,660.5125,24.99742,423.80246,145.05533,900.3205,110.70891,826.7903,58.58357,BC053580
ASHG19A3A033073,1449.119,385.08093,1990.4468,624.123,2933.6719,597.5469,2648.8809,624.98663,BC037783
ASHG19A3A027692,11.32254,4.9999995,25.11862,21.510498,24.861835,16.059849,25.363056,5.017364,RP4-735C1.4
ASHG19A3A027692,11.32254,4.9999995,25.11862,21.510498,24.861835,16.059849,25.363056,5.017364,RP4-735C1.4
ASHG19A3A027692,11.32254,4.9999995,25.11862,21.510498,24.861835,16.059849,25.363056,5.017364,RP4-735C1.4
ASHG19A3A027692,11.32254,4.9999995,25.11862,21.510498,24.861835,16.059849,25.363056,5.017364,RP4-735C1.4
ASHG19A3A037028,268.90457,141.5906,335.18417,245.64468,261.82037,206.57375,354.23526,117.8223,
ASHG19A3A037028,268.90457,141.5906,335.18417,245.64468,261.82037,206.57375,354.23526,117.8223,
ASHG19A3A019291,36.262646,4.9999995,80.563934,70.28025,1899.7865,51.711006,27.796469,4.9999995,C21orf121
ASHG19A3A019291,36.262646,4.9999995,80.563934,70.28025,1899.7865,51.711006,27.796469,4.9999995,C21orf121
ASHG19A3A019291,36.262646,4.9999995,80.563934,70.28025,1899.7865,51.711006,27.796469,4.9999995,C21orf121
ASHG19A3A000401,24.010494,6.4383607,56.854145,106.117294,224.17679,34.39116,49.36538,4.9999995,RP11-305M3.3
ASHG19A3A035758,303.53278,29.54822,251.74297,114.86761,353.17072,83.077545,373.68655,34.095924,
ASHG19A3A051623,10.22326,4.9999995,38.502277,97.24475,35.07506,149.90585,53.5632,4.9999995,BC038216
ASHG19A3A022521,782.52905,17.820786,1174.7416,151.53381,1263.3441,164.6368,4183.475,45.002205,RP4-657D16.3
ASHG19A3A022521,782.52905,17.820786,1174.7416,151.53381,1263.3441,164.6368,4183.475,45.002205,RP4-657D16.3
ASHG19A3A033550,487.6808,4.9999995,660.9589,77.02726,641.27124,23.01734,851.37067,4.9999995,AC016831.6
ASHG19A3A032401,8302.5,687.027,13239.256,6717.1367,15102,4082.4573,35692.562,3008.701,RP11-101O6.2
ASHG19A3A032401,8302.5,687.027,13239.256,6717.1367,15102,4082.4573,35692.562,3008.701,RP11-101O6.2
ASHG19A3A040348,3766.9841,682.9897,7353.126,5116.9546,8203.819,3500.6567,4343.6006,1428.067,RP1-321E8.2
ASHG19A3A051459,49.223583,9.649085,60.139668,26.835384,57.524216,20.562683,80.38636,8.841345,BC041486
ASHG19A3A027071,191.36852,4.9999995,170.95314,60.9839,181.03621,28.528622,521.1985,4.9999995,CTD-2123J17.2
ASHG19A3A041075,3439.0654,41.03628,2647.02,400.67743,8738.201,131.84433,1634.5879,15.672111,RP11-622K12.1
ASHG19A3A022708,40.218895,4.9999995,127.86706,25.786572,109.691284,10.5824995,48.77503,4.9999995,AK097571
ASHG19A3A022708,40.218895,4.9999995,127.86706,25.786572,109.691284,10.5824995,48.77503,4.9999995,AK097571
ASHG19A3A022708,40.218895,4.9999995,127.86706,25.786572,109.691284,10.5824995,48.77503,4.9999995,AK097571
ASHG19A3A022708,40.218895,4.9999995,127.86706,25.786572,109.691284,10.5824995,48.77503,4.9999995,AK097571
ASHG19A3A040476,989.8676,13.768709,521.84216,79.71433,1184.9594,46.473682,1466.0381,67.892525,RP11-51C14.2
ASHG19A3L0000808,1382.0968,575.70905,4512.3604,3142.73,1502.9807,2024.7701,2793.7212,134.81018,lincRNA-ZFP106
ASHG19A3A026643,41.95496,8.484023,35.210636,14.788429,64.16864,20.961012,38.33141,6.7684445,RP11-5N11.6
ASHG19A3A048765,88.776855,8.723089,112.1233,39.8044,117.20769,54.90038,63.973946,15.604749,
ASHG19A3A015646,6990.219,1069.2678,3559.7087,3470.065,7357.521,2979.7107,5391.5396,752.7522,AC091788.2
ASHG19A3A020987,99.966286,7.870986,144.69548,44.586033,182.60661,42.084553,118.16319,14.16764,RP11-486B10.3
ASHG19A3A020987,99.966286,7.870986,144.69548,44.586033,182.60661,42.084553,118.16319,14.16764,RP11-486B10.3
ASHG19A3A044516,154.44673,11.14896,123.081085,78.90558,181.86293,55.693905,94.832855,13.928679,RP11-506B15.4
ASHG19A3A025188,1161.9045,176.03886,1407.105,424.76672,1633.8047,386.00403,1971.4269,115.24161,C4orf10
ASHG19A3A023506,2516.018,114.55837,4830.347,3033.5845,6560.2188,1438.2749,2735.3596,4.9999995,RP11-3K16.1
ASHG19A3A024357,9.941294,4.9999995,63.342323,28.18493,28.55901,20.616158,104.5319,4.9999995,
ASHG19A3A013179,992.619,40.225807,1962.8978,613.4031,6588.415,501.43246,3515.4468,48.191166,LOC100131691
ASHG19A3A013179,992.619,40.225807,1962.8978,613.4031,6588.415,501.43246,3515.4468,48.191166,LOC100131691
ASHG19A3A013179,992.619,40.225807,1962.8978,613.4031,6588.415,501.43246,3515.4468,48.191166,LOC100131691
ASHG19A3A047643,1797.8138,65.06998,1173.9078,1050.0391,5822.694,239.71971,3103.4866,107.6315,HOTAIR
ASHG19A3A011984,2042.6743,874.2841,3101.7085,1565.325,6177.326,1224.2034,3209.8765,567.9864,
ASHG19A3A011984,2042.6743,874.2841,3101.7085,1565.325,6177.326,1224.2034,3209.8765,567.9864,
ASHG19A3A023196,35.78552,22.40916,25.455957,15.26448,30.695225,4.9999995,43.135117,25.194916,COL6A4P2
ASHG19A3L0000990,71.30027,6.7695165,27.982006,47.770996,52.146183,48.26315,85.64257,4.9999995,lincRNA-SOCS6-2
ASHG19A3A028120,231394.02,26701.58,232570.2,119459.125,269177.88,92781.45,291475.5,88889.06,CTD-2284O10.1
ASHG19A3A049078,512.62146,217.92102,1198.0963,759.61835,663.294,456.6831,1240.9886,234.6103,
ASHG19A3A028231,69.50339,24.71349,65.96785,50.919857,72.87888,33.621826,180.00371,19.2531,AK055666
ASHG19A3A028231,69.50339,24.71349,65.96785,50.919857,72.87888,33.621826,180.00371,19.2531,AK055666
ASHG19A3A028231,69.50339,24.71349,65.96785,50.919857,72.87888,33.621826,180.00371,19.2531,AK055666
ASHG19A3A013677,620.468,11.869291,875.08026,57.37755,310.22827,24.456991,706.1921,17.250408,AC007381.3
CUST_430_PI426073487,309.41827,34.17097,312.06705,67.59196,647.0371,74.18039,600.8705,60.031075,uc.432
ASHG19A3A037409,56.873596,4.9999995,32.053204,39.88452,75.485054,17.58113,47.987957,4.9999995,DQ587119
ASHG19A3A042212,33.887733,12.837522,51.230522,22.599098,48.37832,15.99065,58.649418,5.3594823,AC007965.12
ASHG19A3A038362,423.45328,4.9999995,103.04989,60.27819,362.82642,38.74996,628.17596,23.156506,RP11-87N24.1
ASHG19A3A013017,60.717533,61.039173,1423.017,1027.5905,5211.3438,381.62015,91.60288,4.9999995,AC009892.2
ASHG19A3A045513,258.53375,15.78745,330.77472,126.68762,651.8595,85.731384,478.43268,19.450508,
ASHG19A3A026328,42.81848,9.514314,52.34355,21.842768,39.943283,23.793411,66.94318,14.381522,RP11-753I4.2
ASHG19A3L0002472,161.14981,19.00093,147.79868,61.536392,304.53403,84.64972,176.08571,14.529893,lincRNA-ARID1A
ASHG19A3A038996,214808.33,9060.083,246122.6,76000.15,363160.84,40009.246,244010.47,14640.372,RP11-564A8.4
ASHG19A3A038996,214808.33,9060.083,246122.6,76000.15,363160.84,40009.246,244010.47,14640.372,RP11-564A8.4
ASHG19A3A038996,214808.33,9060.083,246122.6,76000.15,363160.84,40009.246,244010.47,14640.372,RP11-564A8.4
ASHG19A3A020192,65483.387,426.99948,1326.9081,222.12964,4648.429,340.90393,202785.2,12681.903,LM25
ASHG19A3A037771,185.03708,26.538542,290.9383,143.05821,549.81274,104.271095,283.04095,41.080086,RP11-330M2.7
ASHG19A3A037771,185.03708,26.538542,290.9383,143.05821,549.81274,104.271095,283.04095,41.080086,RP11-330M2.7
ASHG19A3A028651,138.73267,12.021942,816.26215,48.7027,546.6179,338.5786,452.77155,91.36767,
ASHG19A3A007328,127.963875,4.9999995,185.21532,65.666626,234.7808,29.17679,96.6196,4.9999995,LMAN2L
ASHG19A3A007328,127.963875,4.9999995,185.21532,65.666626,234.7808,29.17679,96.6196,4.9999995,LMAN2L
ASHG19A3A032851,63.77223,4.9999995,85.80257,75.29449,375.2381,42.159855,72.031075,11.275762,BC035176
ASHG19A3A049214,51.696327,5.805116,71.98888,32.281,209.68481,18.470871,79.71673,13.658528,
ASHG19A3A013289,82.05181,9.105219,79.87798,39.50275,73.066505,19.282452,113.1173,6.6539564,AC062028.1
ASHG19A3A007748,121.10491,4.9999995,253.26915,58.88668,199.06647,22.923841,138.52611,4.9999995,DTYMK
ASHG19A3A007748,121.10491,4.9999995,253.26915,58.88668,199.06647,22.923841,138.52611,4.9999995,DTYMK
ASHG19A3L0003341,27.222424,4.9999995,86.34942,56.338123,900.0961,30.111076,23.743408,4.9999995,lincRNA-TNFSF9
ASHG19A3L0001477,54.136086,5.176457,49.160206,32.180458,73.285194,19.48734,50.136456,8.435866,lincRNA-DHX15-4
ASHG19A3A052667,1525.8198,309.835,1766.1827,861.4246,2659.8086,701.2161,2891.1848,320.98532,
ASHG19A3A024169,41.037487,5.0258293,62.749657,23.003702,105.05268,26.695557,64.4088,8.760676,RP11-241F15.9
ASHG19A3A039204,57.288143,8.811838,60.634907,27.777742,57.956184,26.307974,102.46281,11.23573,RP11-64P14.6
ASHG19A3L0000264,55.483147,7.714579,44.625145,22.630043,35.780018,17.592318,61.071823,6.4178953,lincRNA-IPMK-1
ASHG19A3A007599,132.64784,18.502174,147.35426,72.00289,128.99568,48.07902,242.02632,22.601898,CLLU1
ASHG19A3A007599,132.64784,18.502174,147.35426,72.00289,128.99568,48.07902,242.02632,22.601898,CLLU1
ASHG19A3A039761,261.72208,47.588852,381.43427,159.4596,657.1256,150.02962,420.4537,34.808,RP11-169L17.3
ASHG19A3A018411,76.79984,11.353159,102.91578,50.163918,95.002205,34.199615,118.200615,29.597755,RP11-347D21.2
ASHG19A3A028170,48.495617,4.9999995,105.296394,69.67195,84.55372,53.81442,187.31146,4.9999995,RP11-159F24.3
ASHG19A3A028170,48.495617,4.9999995,105.296394,69.67195,84.55372,53.81442,187.31146,4.9999995,RP11-159F24.3
ASHG19A3L0001763,54.8006,15.077183,41.49917,31.039383,75.47989,35.157936,61.408592,20.005836,lincRNA-FRMD1-3
ASHG19A3A022486,529.3127,21.217302,1245.7178,134.00912,514.03406,99.12935,1443.9163,14.81386,
ASHG19A3A015945,71.23104,4.9999995,320.77682,43.16879,98.92511,35.01576,241.9681,4.9999995,BC046476
ASHG19A3A043105,534.3191,4.9999995,355.54807,42.5343,121.9285,23.166082,1276.1415,68.0772,RP11-251A15.4
ASHG19A3A027659,86.38316,9.38018,67.77356,22.90801,141.70137,26.04651,142.9761,5.506227,LOC285629
ASHG19A3A011489,418.2557,57.591957,473.0219,160.528,456.63483,147.1897,865.15454,61.31465,
CUST_256_PI426073487,103.843666,18.184587,79.86138,50.999744,102.18251,34.6964,124.04584,20.24241,uc.258
ASHG19A3A040494,242.74895,26.140783,434.66858,250.14279,471.2149,120.21431,857.86053,21.213068,RP1-203P18.1
ASHG19A3A035595,962.0769,22.10981,415.91605,150.66748,763.4901,171.16579,1573.2545,29.328955,
ASHG19A3A039549,509.47263,57.785892,532.69293,269.92203,973.4434,160.01665,727.79395,140.80731,AK097803
ASHG19A3A012410,617.8649,33.67922,527.9146,155.11594,327.06848,95.39719,742.7337,22.532024,
ASHG19A3A036369,105.334305,6.455913,105.64912,37.188213,112.788734,27.217926,202.62364,5.739226,AX747586
ASHG19A3A046247,299.39838,10.197069,359.02698,107.54239,557.71655,51.50965,312.50757,4.9999995,
ASHG19A3A048061,782.99835,293.34003,89.255775,2015.9476,484.10208,900.16394,250.91104,26.310678,TESC
ASHG19A3A048061,782.99835,293.34003,89.255775,2015.9476,484.10208,900.16394,250.91104,26.310678,TESC
ASHG19A3A036367,222.43614,18.293917,246.96317,80.26352,267.1728,62.179817,320.52164,30.42073,FAM66D
ASHG19A3A036367,222.43614,18.293917,246.96317,80.26352,267.1728,62.179817,320.52164,30.42073,FAM66D
ASHG19A3A036367,222.43614,18.293917,246.96317,80.26352,267.1728,62.179817,320.52164,30.42073,FAM66D
ASHG19A3A036367,222.43614,18.293917,246.96317,80.26352,267.1728,62.179817,320.52164,30.42073,FAM66D
ASHG19A3A036367,222.43614,18.293917,246.96317,80.26352,267.1728,62.179817,320.52164,30.42073,FAM66D
ASHG19A3A036116,42.77531,8.908268,86.38005,44.18301,152.40785,37.15783,282.63748,5.068274,CR933665
ASHG19A3A053264,7237.557,136.63127,10961.216,3012.5657,12343.787,1271.7313,13082.323,50.5666,AC091544.1
ASHG19A3A027002,145.77608,23.892492,191.2367,85.09529,136.67358,80.853096,228.04085,29.315086,RP11-414B7.1
ASHG19A3L0001256,215.5401,15.686971,206.76091,62.878273,195.64293,61.47394,454.55887,24.10888,lincRNA-CEBPB-1
ASHG19A3A034597,21.40107,4.9999995,27.537035,17.387066,48.40794,16.89871,24.156506,4.9999995,PMS2L11
ASHG19A3A030683,6424.236,188.0364,13652.518,3121.3552,16637.752,2060.6863,50426.28,421.0979,RP1-281H8.3
ASHG19A3A016538,92.988014,26.75689,110.195404,76.30355,200.53806,51.355198,287.18457,14.459189,AC019181.2
ASHG19A3A013722,319.10898,50.15699,658.06586,387.953,921.81067,242.3913,304.14938,18.910137,LOC388955
ASHG19A3A012304,82.083626,13.231721,169.63998,71.88858,283.15884,89.79891,84.26436,4.9999995,BX537706
ASHG19A3A012304,82.083626,13.231721,169.63998,71.88858,283.15884,89.79891,84.26436,4.9999995,BX537706
ASHG19A3A012304,82.083626,13.231721,169.63998,71.88858,283.15884,89.79891,84.26436,4.9999995,BX537706
ASHG19A3A053588,275.01944,22.58167,284.5054,109.35492,308.1776,74.34772,482.49863,26.56983,
ASHG19A3A051768,256.43613,8.124031,307.22302,104.181465,1418.5474,25.8297,843.24866,17.80147,AL160313.2
ASHG19A3A039069,420.9799,131.6084,607.49066,221.09677,789.96484,203.0954,665.01324,126.13019,AK311445
ASHG19A3A053011,14453.602,268.26807,19045.205,5533.1436,14648.571,1677.6277,22470.234,322.25586,AC107871.1
ASHG19A3A011808,102.07058,12.53013,145.94905,103.578,583.2718,60.491184,131.154,18.364202,CTD-2224J9.7
ASHG19A3A027265,17829.902,258.51306,22391.885,6337.4526,17174.334,1951.2635,25956.717,326.12482,RP11-242A24.1
ASHG19A3A043234,378.19897,31.491531,489.49722,160.31612,471.09967,130.96909,806.7145,43.179005,AF119915
ASHG19A3A049520,28.534195,4.9999995,246.7834,260.31363,269.68427,93.91149,555.8994,4.9999995,XXyac-R12DG2.3
ASHG19A3A021628,28.202291,4.9999995,50.017498,22.404325,142.07622,10.774352,97.24164,4.9999995,RP11-445J14.1
ASHG19A3A021628,28.202291,4.9999995,50.017498,22.404325,142.07622,10.774352,97.24164,4.9999995,RP11-445J14.1
ASHG19A3A021628,28.202291,4.9999995,50.017498,22.404325,142.07622,10.774352,97.24164,4.9999995,RP11-445J14.1
ASHG19A3A021628,28.202291,4.9999995,50.017498,22.404325,142.07622,10.774352,97.24164,4.9999995,RP11-445J14.1
ASHG19A3A029759,103.337204,18.215427,158.76988,28.976223,169.46593,36.890594,261.69855,8.952676,HLA-DQB2
ASHG19A3A034198,248.66272,20.728054,254.9533,108.21908,347.9018,77.49045,447.48175,37.197395,AC087072.4
ASHG19A3A030701,36.757492,4.9999995,42.618187,18.69048,88.13282,20.837519,66.62517,6.8225245,RP11-291C6.1
